noFinesset,title,capacity,postcode,city
760801985,RPA Le Vieux Colombier,46,76230,ISNEAUVILLE
760918052,EHPAD Résidence Saint-Antoine,48,76230,BOIS GUILLAUME BIHOREL
760792200,EHPAD Les terrasses,63,76230,BOIS GUILLAUME BIHOREL
760023572,EHPAD La boiseraie,103,76230,BOIS GUILLAUME BIHOREL
760790840,EHPAD La Buissonnière,81,76230,ISNEAUVILLE
760916312,EHPAD Korian Villa Saint-Do,102,76230,BOIS GUILLAUME BIHOREL
760791319,Résidence de l'Epte,36,76220,GOURNAY EN BRAY
760914432,Résidence de Montmorency,30,76220,GOURNAY EN BRAY
760802959,EHPAD du Centre hospitalier de Gournay-en-Bray,116,76220,GOURNAY EN BRAY
760782292,EHPAD Noury,61,76220,LA FEUILLIE
760919886,EHPAD Les Jardins de Gournay,72,76220,GOURNAY EN BRAY
760791103,Résidence les Sources,50,76210,BOLBEC
760791111,Résidence le Bon Séjour,39,76210,BOLBEC
760802066,Résidence Val Fleuri,83,76210,BOLBEC
760805903,Résidence Guy de Maupassant,44,76210,GRUCHET LE VALASSE
760802660,EHPAD de l'hôpital local,222,76210,BOLBEC
760914275,USLD Château Michel,0,76200,DIEPPE
760801746,Résidence Marcel Paul,69,76200,DIEPPE
760791228,Résidence Jacques Lemeunier,70,76200,DIEPPE
760791962,Résidence Beausoleil,59,76200,DIEPPE
760791954,Résidence Beausite,79,76200,DIEPPE
760917856,Foyer-Logement Résidence Irène Bourgeois,70,76200,DIEPPE
760790758,EHPAD Village Opad,100,76200,DIEPPE
760028621,EHPAD Jacques Bonvoisin,84,76200,DIEPPE
760802884,EHPAD Château Michel,254,76200,DIEPPE
760791558,Résidence les Béguinages,58,76190,YVETOT
760791541,Résidence Pierre et Marie Curie,22,76190,YVETOT
760792093,Résidence Jacques Lefèbvre,50,76190,YVETOT
760801761,Foyer-Logement Sivom Région Fréville,30,76190,FREVILLE
760801308,EHPAD Les Dames-Blanches,78,76190,YVETOT
760802967,EHPAD Asselin Hedelin,212,76190,YVETOT
760802355,Résidence Simone Signoret,34,76170,LA FRENAYE
760802900,EHPAD Rosenberg,103,76170,LILLEBONNE
760914499,Résidence la Belle Etoile,36,76160,DARNETAL
760011171,EHPAD Saint-Leger du Bourg Denis,90,76160,ST LEGER DU BOURG DENIS
760920298,EHPAD Mishkane,46,76160,BOIS L EVEQUE
760790667,EHPAD Le Castel Saint-Jacques,80,76160,ST JACQUES SUR DARNETAL
760803007,EHPAD Darnetal,254,76160,DARNETAL
760802132,Résidence les Chardonnerets,30,76150,ST JEAN DU CARDONNAY
760791376,Résidence André et Germaine Pican,77,76150,MAROMME
760791368,Résidence André Cottereau,60,76150,MAROMME
760782359,EHPAD Le Village des Aubépins,90,76150,MAROMME
760806943,USLD Hôpital Saint-Julien,0,76140,LE PETIT QUEVILLY
760791467,Résidence Gustave Flaubert,57,76140,LE PETIT QUEVILLY
760802876,EHPAD Hôpital Saint-Julien,85,76140,LE PETIT QUEVILLY
760802835,Résidence Rolland le Gallais,54,76133,EPOUVILLE
760023671,USLD Boucicaut Mont-Saint-Aignan,0,76130,MONT ST AIGNAN
760914440,Résidence Saint-Louis,74,76130,MONT ST AIGNAN
760919035,EHPAD Les iliades,111,76130,MONT ST AIGNAN
760790873,EHPAD Boucicaut Mont Saint-Aignan,80,76130,MONT ST AIGNAN
760023358,EHPAD Les Jardin de Matisse,110,76120,LE GRAND QUEVILLY
760791301,Résidence la Chênaie,38,76110,GODERVILLE
760911479,Résidence les Faienciers,99,76000,ROUEN
760033449,Résidence la Rose des Sables,79,76000,ROUEN
760791996,Résidence Trianon,68,76000,ROUEN
760792010,Résidence Saint-Filleul,69,76000,ROUEN
760038778,Résidence Méridienne,66,76000,ROUEN
760792028,Résidence Janine Bonvoisin,70,76000,ROUEN
760919829,EHPAD Tiers Temps,102,76000,ROUEN
760792978,EHPAD Sainte-Anne,66,76000,ROUEN
760919498,EHPAD Sacré-coeur d'Ernemont,66,76000,ROUEN
760790642,EHPAD La compassion,80,76000,ROUEN
760790949,EHPAD La Résidence des Sapins,106,76000,ROUEN
760915702,EHPAD La Pleiade,80,76000,ROUEN
760915173,EHPAD Korian Les Cent Clochers,122,76000,ROUEN
760790907,EHPAD Korian Le Jardin,63,76000,ROUEN
760790923,EHPAD Foyer Saint-Joseph,130,76000,ROUEN
760790659,EHPAD Fondation Lamauve,114,76000,ROUEN
750832156,Résidence autonomie Valentin Hauy,71,75020,PARIS
750803595,Résidence autonomie Les 0rteaux,79,75020,PARIS
750804023,Logements de la Chine,15,75020,PARIS
750000325,Logements St Fargeau,89,75020,PARIS
750800351,Logements Saint-Blaise,62,75020,PARIS
750043051,Logements Retrait Gambetta,34,75020,PARIS
750804007,Logements Piat,82,75020,PARIS
750824898,Logements Pelleport,22,75020,PARIS
750824880,Logements Haxo,27,75020,PARIS
750815847,Logements Desnoyez,34,75020,PARIS
750800369,Logement des Saint-Simoniens,87,75020,PARIS
750814949,EHPAD Résidence Les Airelles,87,75020,PARIS
750003972,EHPAD Repotel Gambetta,80,75020,PARIS
750003642,EHPAD Korian Terrasses du Xxème,60,75020,PARIS
750831216,EHPAD Korian Saint-Simon,127,75020,PARIS
750828709,EHPAD Korian Les Amandiers,118,75020,PARIS
750803603,EHPAD COS Hospitalité Familiale,112,75020,PARIS
750801607,EHPAD Alquier-Debrousse,322,75020,PARIS
750007544,EHPA Salésiennes,22,75020,PARIS
750002396,EHPA SOEURS DU TRES SAINT SAUVEUR,30,75020,PARIS
750018749,Centre d'Accueil de jour Thérapeutique l'Étimoë,25,75020,PARIS
750025579,Accueil de jour les Balkans,15,75020,PARIS
750800344,Résidence des Bois,64,75019,PARIS
750804031,Logements de FlAndré,53,75019,PARIS
750831463,Logements Robert Houdin,43,75019,PARIS
750803991,Logements Rampal,37,75019,PARIS
750801235,Logements Meaux Chaufourniers,61,75019,PARIS
750831414,Logements Boinod,23,75019,PARIS
750831489,Logements Amandiers,55,75019,PARIS
750000259,Gautier Wendelen,21,75019,PARIS
750803579,Foyer-Logement Résidence au coeur de Belleville,84,75019,PARIS
750019358,EHPAD Résidence Les Musiciens,107,75019,PARIS
750021479,EHPAD Résidence Hérold,100,75019,PARIS
750041790,EHPAD Résidence Amaraggi,80,75019,PARIS
750041659,EHPAD Les Jardins de Belleville,98,75019,PARIS
750031098,EHPAD Edith Piaf ,97,75019,PARIS
750045809,EHPAD Canal des Maraîchers,104,75019,PARIS
750048381,EHPAD COS Alice Guy,117,75019,PARIS
750021719,EHPAD - Résidence Océane,106,75019,PARIS
750828725,EHPA RESIDENCE GAUTIER WENDELEN,17,75019,PARIS
750041337,EHPA APPARTEMENT RELAIS TEMPORAIRE,4,75019,PARIS
750039299,Accueil de jour Casa Delta 7,16,75019,PARIS
750058687,USLD Paris Nord - Site Bretonneau,0,75018,PARIS
750801003,Résidence du Bon Accueil,60,75018,PARIS
750801011,Résidence Caulaincourt,100,75018,PARIS
750831356,Logements la Rochefoucauld,17,75018,PARIS
750816852,Logements des Abbesses,11,75018,PARIS
750814931,Logements Stephenson,19,75018,PARIS
750804080,Logements Steinlen,21,75018,PARIS
750801227,Logements Leibnitz,52,75018,PARIS
750816860,Logements Lamarck,43,75018,PARIS
750804049,Logements Georgette Agutte,63,75018,PARIS
750043044,Logement Montmartrois,50,75018,PARIS
750831406,Logement Lacuée,47,75018,PARIS
750054322,EHPAD Ornano - Résidence Les Intemporelles,130,75018,PARIS
750000366,EHPAD Les Jardins de Montmartre,98,75018,PARIS
750832578,EHPAD L'Oasis,119,75018,PARIS
750047722,EHPAD Centre Robert Doisneau,93,75018,PARIS
750042731,EHPAD - Résidence Les Issambres,98,75018,PARIS
750003006,EHPA LES SYMPHONIES,15,75018,PARIS
750800708,EHPA DE LA PROVIDENCE,118,75018,PARIS
750044224,Centre d'accueil de jour Casa Delta 7,25,75018,PARIS
750800971,Résidence des Ternes,65,75017,PARIS
750800989,Résidence autonomie services Epinettes,87,75017,PARIS
750801474,Résidence Du jardin des moines,122,75017,PARIS
750803553,Résidence André Leroux,42,75017,PARIS
750824872,Logements de la Jonquière,44,75017,PARIS
750825341,Logements Villa Saint-Ange,50,75017,PARIS
750816761,Logements Jean Moréas,44,75017,PARIS
750800997,Logements Damet,26,75017,PARIS
750828949,Logements Alleray,36,75017,PARIS
750048357,EHPAD Les artistes de Batignolles,125,75017,PARIS
750041030,EHPAD Le Trèfle Bleu,24,75017,PARIS
750832586,EHPAD Korian Monceau,105,75017,PARIS
750057606,EHPAD COS Jacques Barrot,100,75017,PARIS
750050387,EHPA VILLA JEAN DOMINIQUE,16,75017,PARIS
750042129,EHPA PUV LES PETITS FRERES DES PAUVRES,17,75017,PARIS
750030249,Accueil de jour Casa Delta 7,25,75017,PARIS
750833733,Unité de soins de longue durée Henry Dunant,0,75016,PARIS
750058695,USLD de l'Hôpital de Sainte-Perrine,0,75016,PARIS
750800641,Retraite Dosne,32,75016,PARIS
750816720,Logements Pajou,17,75016,PARIS
750800963,Logements Jouvenet,32,75016,PARIS
750828931,Logements Delbey,98,75016,PARIS
750800955,Logements Bois le Vent,44,75016,PARIS
750803538,Foyer-Logement Résidence Lamartine,29,75016,PARIS
750800666,Foyer des Israélites Réfugiés,37,75016,PARIS
750800658,EHPAD Villa Jules Janin,17,75016,PARIS
750046351,EHPAD Résidence Trocadéro,87,75016,PARIS
750300717,EHPAD Résidence Chaillot,26,75016,PARIS
750057366,EHPAD Les Terrasses de Mozart,92,75016,PARIS
750016958,EHPAD La Source d'Auteuil,88,75016,PARIS
750048324,Accueil de jour Docteur Jean Colin,20,75016,PARIS
750058703,USLD Paris Ouest Site Vaugirard,0,75015,PARIS
750800948,Résidence des Perichaux,73,75015,PARIS
750803512,Résidence autonomie Maréchal Leclerc-Hauteclocque,67,75015,PARIS
750801300,Résidence Vaugelas,51,75015,PARIS
750800930,Résidence Quintinie et Procession,75,75015,PARIS
750712978,Résidence Oscar Roty,74,75015,PARIS
750023129,Memoire Plus Isatis,20,75015,PARIS
750828733,Logements Quai de la Seine,49,75015,PARIS
750827883,Logements Navarin,10,75015,PARIS
750827875,Logements Clauzel,23,75015,PARIS
750803975,Logement Pierre Avia,28,75015,PARIS
750043036,Logement Grenelle,13,75015,PARIS
750017808,EHPAD Villa Lecourbe,45,75015,PARIS
750057101,EHPAD Villa Danielle Torelli,80,75015,PARIS
750048365,EHPAD Résidence Huguette  Valsecchi,101,75015,PARIS
750012510,EHPAD Résidence Anselme Payen,145,75015,PARIS
750056491,EHPAD Orpéa Résidence Castagnary,104,75015,PARIS
750809220,EHPAD Korian Champ de Mars,108,75015,PARIS
750803769,EHPAD Grenelle,124,75015,PARIS
750041766,EHPA RESIDENCE AURELIE JOUSSET,12,75015,PARIS
750045791,Accueil de jour thérapeutique Espace Jeanne-Garnier,15,75015,PARIS
750048340,Accueil de jour Madeleine Meyer,25,75015,PARIS
750800914,Résidence les Arbustes,79,75014,PARIS
750800898,Résidence du Maine,81,75014,PARIS
750800922,Résidence autonomie services Beaunier,73,75014,PARIS
750830101,Résidence Notre Dame de Bon Secours,85,75014,PARIS
750800906,RESIDENCE AUTONOMIE LES ARTISTES,82,75014,PARIS
750800567,Maison Sainte-Monique association Notre-Dame-de-Bon-Secours,130,75014,PARIS
750801201,Logements de la Sablière,29,75014,PARIS
750803967,Logements Tisserand,34,75014,PARIS
750827859,Logements St-Honoré,32,75014,PARIS
750827867,Logements Saussure,25,75014,PARIS
750801193,Logements Ridder,42,75014,PARIS
750047714,EHPAD Saint Augustin,98,75014,PARIS
750021123,EHPAD Résidence Julie-Siegfried,89,75014,PARIS
750831208,EHPAD Résidence Furtado-Heine,129,75014,PARIS
750007809,EHPAD Résidence Club Le Montsouris,31,75014,PARIS
750803009,EHPAD Marie-Thérèse,128,75014,PARIS
750004020,EHPAD Korian Jardins d'Alésia,102,75014,PARIS
750041527,EHPAD Korian Brune,99,75014,PARIS
750048373,EHPAD Alice Prin,112,75014,PARIS
750003600,EHPAD - Résidence Tiers Temps Paris,53,75014,PARIS
750020539,Accueil de jour Notre-de-Dame de Bon Secours,12,75014,PARIS
750058737,USLD Pitié Salpêtrière - APHP,0,75013,PARIS
750058729,USLD Paris Centre Site Broca,0,75013,PARIS
750831471,RESIDENCE AUTONOMIE DUNOIS,49,75013,PARIS
750800559,Maison de Retraite des Sœurs Augustines,75,75013,PARIS
750800872,Logements la Glacière,28,75013,PARIS
750816449,Logements des Rentiers,43,75013,PARIS
750824864,Logements des Reculettes,58,75013,PARIS
750801169,Logements Nationale,23,75013,PARIS
750800880,Logements Massena,34,75013,PARIS
750827842,Logements Juge,30,75013,PARIS
750801177,Logements Jeanne d'Arc,64,75013,PARIS
750803934,Logements Charcot,68,75013,PARIS
750801185,Logements Arago,55,75013,PARIS
750041089,La Maison du Parc ,100,75013,PARIS
750058943,La Maison Yersin,16,75013,PARIS
750831448,EHPAD Résidence Saint-Jacques Groupe Orpea,128,75013,PARIS
750828824,EHPAD Les Jardins d'Iroise de Paris 13,59,75013,PARIS
750041436,EHPAD La Maison des Parents,117,75013,PARIS
750047672,EHPAD Annie Girardot,100,75013,PARIS
750041634,EHPAD Acppa,94,75013,PARIS
750040149,EHPAD - Résidence Les Gobelins,93,75013,PARIS
750828758,EHPAD - Résidence La Pirandelle,85,75013,PARIS
750002172,EHPA RESIDENCE RELAIS LES CANTATES,15,75013,PARIS
750828774,EHPA RESIDENCE APPARTEMENT SIMONE WEIL,13,75013,PARIS
750057143,EHPA PUV Bédier Boutroux,21,75013,PARIS
750800542,EHPA OEUVRE DE SAINT CASIMIR,24,75013,PARIS
750024168,Centre d'accueil de jour - Villa Rubens,10,75013,PARIS
750054785,COALLIA Accueil de jour la Vie en mauve,20,75013,PARIS
750040669,Accueil de jour thérapeutique,20,75013,PARIS
750058745,USLD Est Parisien Site Rothschild,0,75012,PARIS
750800849,Résidence les Tourelles,44,75012,PARIS
750061392,Résidence autonomie Rosalie Rendue,28,75012,PARIS
750800856,Résidence Saint-Eloi,81,75012,PARIS
750800526,Maison de retraite Protestante de la Muette,88,75012,PARIS
750827834,Logements Mozart,50,75012,PARIS
750802829,Foyer-Logement de la Fondation de Rothschild,89,75012,PARIS
750804213,Foyer-Logement Résidence AREPA Les solanacées,79,75012,PARIS
750804205,Foyer-Logement Moise Léon,48,75012,PARIS
750800534,Fondation Rothschild Maison de retraite et gériatrie,510,75012,PARIS
750800518,EHPAD RESIDENCE CATHERINE LABOURE,106,75012,PARIS
750800500,EHPAD Petites Soeurs des Pauvres,55,75012,PARIS
750017618,EHPAD PUV LES JARDINS D ORSAN,9,75012,PARIS
750003360,EHPAD Korian Les Arcades,97,75012,PARIS
750030298,Centre d'accueil de jour Joseph-Weill,25,75012,PARIS
750800831,Résidence Omer-Talon,67,75011,PARIS
750827321,Résidence Léon Frot,40,75011,PARIS
750043010,Résidence Allée Verte,66,75011,PARIS
750801151,Logements la Roquette,105,75011,PARIS
750800815,Logements de la Presentation,36,75011,PARIS
750827073,Logements Robert Blache,94,75011,PARIS
750816340,Logements Richard Lenoir,72,75011,PARIS
750801136,Logements Philippe Auguste,50,75011,PARIS
750816381,Logements Ménilmontant,78,75011,PARIS
750043002,Logements Morand,90,75011,PARIS
750827339,Logements Meslay,30,75011,PARIS
750801144,Logements Keller,22,75011,PARIS
750816399,Logements Folie Méricourt,33,75011,PARIS
750800823,Logements Charles Delescluze,68,75011,PARIS
750033979,EHPAD Dolcea Les Ambassadeurs nation,90,75011,PARIS
750044232,EHPAD Bastille,89,75011,PARIS
750045783,Centre d'accueil de jour Miribel,25,75011,PARIS
750058711,USLD de l'Hôpital Fernand Widal,0,75010,PARIS
750800807,Logements Lesecq,20,75010,PARIS
750816308,Logements Jemmapes,40,75010,PARIS
750801128,Logements Grange aux Belles,68,75010,PARIS
750801110,Logements Faubourg du Temple,50,75010,PARIS
750827040,Logements Beauharnais,54,75010,PARIS
750038564,EHPAD Korian Magenta,99,75010,PARIS
750803942,Logements des Maréchaux,77,75009,PARIS
750827032,Logements Santos Dumont,52,75009,PARIS
750826380,Logements Duhesme-Marcadet,46,75009,PARIS
750801102,Logements Drouot,44,75009,PARIS
750827024,Logements Beaucour,64,75009,PARIS
750035099,EHPAD Les Parentèles de la rue Blanche,71,75009,PARIS
750047664,Accueil de jour Geneviève Laroque,25,75009,PARIS
750825366,Logements Luneville,28,75008,PARIS
750800781,Résidence Le Prince,55,75007,PARIS
750801094,Logements Malar,63,75007,PARIS
750804072,Logements Jean Nicot,55,75007,PARIS
750000226,Foyer-Logement Petites Soeurs des Pauvres,16,75007,PARIS
750831224,EHPAD ma Maison Breteuil,48,75007,PARIS
750002552,EHPAD Résidence de Sèvres,47,75007,PARIS
750022279,EHPAD COS Jeanne d'Arc,71,75007,PARIS
750800468,EHPA IMMACULEE CONCEPTION,18,75007,PARIS
750039646,Résidence Notre Dame des Champs,12,75006,PARIS
750047441,PUV Villa Saint-Romain,14,75006,PARIS
750801086,Logements Visconti,24,75006,PARIS
750803959,Logements André Malraux,43,75006,PARIS
750800435,EHPAD Résidence Notre- Dame-des-Champs,66,75006,PARIS
750048332,EHPAD Résidence Antoine Portail,70,75006,PARIS
750800427,EHPAD Amitié et Partage,73,75006,PARIS
750027799,Accueil de jour Saint-Germain,18,75006,PARIS
750100356,USLD La Collégiale,0,75005,PARIS
750800773,Résidence Mouffetard,57,75005,PARIS
750801037,Logements des Bernardins,42,75005,PARIS
750801045,Logements St Jacques,30,75005,PARIS
750801060,Logements Poliveau,72,75005,PARIS
750801078,Logements Jean Calvin,12,75005,PARIS
750801052,Logements Geoffroy St Hilaire,5,75005,PARIS
750816209,Logements Claude Bernard,7,75005,PARIS
750824856,Logements Boutebrie,44,75005,PARIS
750823965,EHPAD Jardin des Plantes,112,75005,PARIS
750713331,Résidence autonomie service Ave Maria,84,75004,PARIS
750055808,Résidence autonomie Les Célestins,47,75004,PARIS
750800765,Résidence au Petit Remouleur,54,75004,PARIS
750023418,Accueil de jour les Francs Bourgeois,18,75004,PARIS
750800757,Résidence Madeleine-Béjart,72,75003,PARIS
750825358,Logements des Fêtes,20,75003,PARIS
750803926,Logements au Maire,56,75003,PARIS
750041402,EHPAD Résidence du Marais,31,75003,PARIS
750008278,Centre de jour Edith-Kremsdorf,25,75003,PARIS
750800740,Résidence Saint-Sauveur,48,75002,PARIS
750816100,Logements Gramont,24,75002,PARIS
750042996,Logements Clery,24,75002,PARIS
750804064,Logements des Prêcheurs,15,75001,PARIS
740011283,EHPAD Le Clos CasaÏ,80,74970,MARIGNIER
740783063,Résidence autonomie Les Pervenches,64,74960,CRAN GEVRIER
740011754,Le Domaine des Edelweiss,24,74950,SCIONZIER
740788179,Résidence Autonomie La Cour,52,74940,ANNECY LE VIEUX
740009154,EHPAD Les Vergers,51,74940,ANNECY LE VIEUX
740000401,USLD de Reignier,0,74930,REIGNIER ESERY
740789375,EHPAD Reignier,206,74930,REIGNIER ESERY
740790316,EHPAD Jardins de l'Ile,43,74910,SEYSSEL
740789409,EHPAD La Roselière,68,74890,BONS EN CHABLAIS
740784384,Foyer-Logement pour personnes âgées Le Verger,42,74800,LA ROCHE SUR FORON
740787536,EHPAD de l'hôpital d'Andrevetan,150,74800,LA ROCHE SUR FORON
740789417,EHPAD Vivre Ensemble,51,74800,ST PIERRE EN FAUCIGNY
740001847,USLD Le Val d'Arve,0,74700,SALLANCHES
740008164,Foyer du Mont Blanc,67,74700,SALLANCHES
740787544,EHPAD Les Airelles des Hôpitaux du Pays du Mont Blanc,91,74700,SALLANCHES
740011788,EHPAD Le Val d'Arve,24,74700,SALLANCHES
740010970,EHPAD Claudine-Échernier,103,74650,CHAVANOD
740011275,EHPAD Le jardin des gentianes,85,74600,QUINTAL
740001789,EHPAD Le Grand Chêne,75,74600,SEYNOD
740790225,EHPAD Les Ombelles,62,74580,VIRY
740790191,EHPAD des Glières,40,74570,GROISY
740008032,EHPAD Le Verger des Coudry,84,74550,CERVENS
740790241,EHPAD du Pays d'Alby,70,74540,GRUFFY
740784400,Résidence Clair Horizon,57,74500,EVIAN LES BAINS
740013354,EHPAD Résidence des Sources,84,74500,EVIAN LES BAINS
740011671,EHPAD Les Verdannes,122,74500,EVIAN LES BAINS
740788757,EHPAD Résidence des Corbattes ,80,74460,MARNAZ
740781513,EHPAD Grange,80,74440,TANINGES
740009121,EHPAD du Haut Chablais site de Saint-Jean d'Aulps,46,74430,ST JEAN D AULPS
740008024,MARPA La Clairiere,21,74420,HABERE LULLIN
740790100,EHPAD Provenche,68,74410,ST JORIOZ
740010863,Accueil de jour Bouffées d'Air,10,74410,ST JORIOZ
740788013,EHPAD Hélène Couttet,57,74400,CHAMONIX MONT BLANC
740010921,EHPAD Le Barioz,80,74370,ARGONAY
740009311,EHPAD du Haut Chablais site de Vacheresse,58,74360,VACHERESSE
740785225,EHPAD du Salève,80,74350,CRUSEILLES
740003918,EHPAD Les Ancolies,70,74330,POISY
740013339,EHPAD Le Bosquet de la Mandallaz,84,74330,SILLINGY
740784426,Foyer-Logement pour personnes âgées Sans Souci,41,74300,CLUSES
740790118,EHPAD Cyclamens,66,74300,MAGLAND
740009360,EHPAD Béatrix de Faucigny,64,74300,CLUSES
740789425,EHPAD Paul Idier,92,74290,VEYRIER DU LAC
740784392,EHPAD Val des Usses,82,74270,FRANGY
740788732,Hôpital départemental dufresne Sommeiller,0,74250,LA TOUR
740788104,EHPAD Hôpital départemental Dufresne Sommeiller,162,74250,LA TOUR
740010954,EHPAD Kamouraska,93,74240,GAILLARD
740781232,EHPAD Joseph Avet,88,74230,LA BALME DE THUY
740789524,EHPAD Chante Merlé,54,74210,CHEVALINE
740781489,EHPAD Alfred Blanc,70,74210,FAVERGES
740788070,Unité de Soins Longue Durée - USLD,0,74200,THONON LES BAINS
740784459,Foyer-Logement pour personnes âgées les Ursules,59,74200,THONON LES BAINS
740011408,EHPAD Résidence Val Fleuri,101,74200,THONON LES BAINS
740789060,EHPAD Les Balcons du Lac,72,74200,THONON LES BAINS
740789656,EHPAD La Prairie,102,74200,THONON LES BAINS
740012125,EHPAD La Lumière du Lac,53,74200,THONON LES BAINS
740789789,EHPAD L'érmitage,60,74200,THONON LES BAINS
740003868,EHPAD Korian L'Esconda,84,74200,THONON LES BAINS
740785415,EHPAD - Résidence du Léman,64,74200,THONON LES BAINS
740015466,EHPA MAISONNEE LE VAL FLEURI,12,74200,THONON LES BAINS
740784418,Résidence le Passy Flore,62,74190,PASSY
740789003,EHPAD Korian Doyenné les Myrtilles,103,74190,PASSY
740016001,Résidence Les Myriams,16,74170,ST GERVAIS LES BAINS
740010939,EHPAD Le Val Montjoie,90,74170,ST GERVAIS LES BAINS
740788088,USLD Baudelaire,0,74160,ST JULIEN EN GENEVOIS
740012299,Maison de Famille du Genevois,101,74160,COLLONGES SOUS SALEVE
740785118,EHPAD Baudelaire,100,74160,ST JULIEN EN GENEVOIS
740789532,USLD du Centre hospitalier de Rumilly,0,74150,RUMILLY
740788021,EHPAD de Baufort,80,74150,RUMILLY
740012133,EHPAD Les Cèdres,30,74150,RUMILLY
740013172,EHPAD Les Coquelicots,74,74150,RUMILLY
740786496,Foyer du Leman,58,74140,DOUVAINE
740009113,EHPAD Les Érables,50,74140,VEIGY FONCENEX
740785134,EHPAD Peterschmitt (Chal),88,74130,BONNEVILLE
740011564,Accueil de jour le Jardin d'hiver,14,74130,VOUGY
740781497,EHPAD Les Monts Argentés,74,74120,MEGEVE
740784475,Foyer-Logement l'Eau Vive,68,74100,ANNEMASSE
740788039,EHPAD Résidence les Edelweiss,85,74100,AMBILLY
740010996,EHPAD Les Jardins du Mont-Blanc,84,74100,VILLE LA GRAND
740790092,EHPAD Les Gentianes,80,74100,VETRAZ MONTHOUX
740788005,USLD ESIS La Tonnelle,0,74000,ANNECY
740784491,Résidence autonomie Villa Romaine,44,74000,ANNECY
740785779,Foyer Soleil,39,74000,ANNECY
740786389,EHPAD Saint-François de Sales,100,74000,ANNECY
740010947,EHPAD Résidence Adelaïde,97,74000,ANNECY
740011390,EHPAD Les Parouses,80,74000,ANNECY
740001623,EHPAD Les Airelles,66,74000,ANNECY
740003769,EHPAD Le Pré Fornet,81,74000,ANNECY
740784517,EHPAD La prairie,83,74000,ANNECY
740011291,EHPAD La Bartavelle,80,74000,ANNECY
740784681,EHPAD Fondation du Parmelan,185,74000,ANNECY
740784509,EHPAD - Résidence Heureuse,86,74000,ANNECY
730785417,EHPAD Saint-Antoine,176,73800,MONTMELIAN
730780509,EHPAD Foyer Notre-Dame,93,73800,LES MARCHES
730783842,Foyer-Logement Résidence La roselière,36,73700,BOURG ST MAURICE
730780442,EHPAD Saint-Michel du Centre hospitalier Bourg Saint-Maurice,70,73700,BOURG ST MAURICE
730789906,EHPAD Maurice Perrier,40,73630,LE CHATELARD
730785342,USLD Centre hospitalier de Moutiers,0,73600,MOUTIERS TARENTAISE
730783909,Logement Résidence Notre Foyer,70,73600,SALINS LES THERMES
730785771,EHPAD Les Cordeliers,80,73600,MOUTIERS TARENTAISE
730780624,EHPAD Marin Lamellet de Flumet,50,73590,FLUMET
730790722,EHPAD La Bailly,41,73540,LA BATHIE
730789997,EHPAD Korian Le Home du Vernay ,24,73540,ESSERTS BLAY
730783891,Foyer-Logement Résidence Pré Soleil,65,73500,MODANE
730785391,EHPAD du Centre hospitalier de Modane,88,73500,MODANE
730009818,EHPAD du Lac d'Aiguebelette,63,73470,NOVALAISE
730783800,EHPAD Résidence Floréal,11,73460,FRONTENEX
730008018,EHPAD Floréal,69,73460,FRONTENEX
730007549,EHPAD Au Fil du Temps,22,73410,ALBENS
730783883,Foyer-Logement les Gentianes,57,73400,UGINE
730000692,EHPAD La Nivéole,76,73400,UGINE
730783792,EHPAD Résidence Béatrice,12,73360,LES ECHELLES
730006228,EHPAD Résidence Beatrice,52,73360,LES ECHELLES
730783925,EHPAD La Centaurée,54,73350,BOZEL
730783784,Résidence autonomie Les loges du Parc,30,73330,LE PONT DE BEAUVOISIN
730789864,EHPAD Maison des Augustines,79,73330,LE PONT DE BEAUVOISIN
730005519,EHPAD La Quiétude,26,73330,LE PONT DE BEAUVOISIN
730010352,EHPAD Les Fontanettes,18,73310,CHINDRIEUX
730785425,USLD du Centre hospitalier Saint-Jean-de-Maurienne,0,73300,ST JEAN DE MAURIENNE
730783776,Résidence Bonne nouvelle,46,73300,ST JEAN DE MAURIENNE
730783982,EHPAD La Bartavelle,126,73300,ST JEAN DE MAURIENNE
730005469,EHPAD Les Terrasses de Reinach,84,73290,LA MOTTE SERVOLEX
730786050,EHPAD L'Eclaircie,81,73290,LA MOTTE SERVOLEX
730780616,EHPAD Lucien Avocat,52,73270,BEAUFORT SUR DORON
730009719,EHPAD Résidence L'Arbé,86,73260,AIGUEBLANCHE
730785433,EHPAD de l'Arclusaz,64,73250,ST PIERRE D ALBIGNY
730005659,Accueil de jour,8,73250,ST PIERRE D ALBIGNY
730783859,Résidence autonomie Les Terrasses,40,73240,ST GENIX SUR GUIERS
730789963,EHPAD Les Floralies,64,73240,ST GENIX SUR GUIERS
730783743,Résidence La monférine,42,73230,BARBY
730006368,EHPAD La Monférine,43,73230,BARBY
730780608,EHPAD Les Belles Saisons,72,73220,RANDENS
730009511,EHPAD Le Clos-Fleuri,24,73220,AITON
730789930,EHPAD La Maison du Soleil,40,73210,AIME
730785276,USLD Maison de santé Claude Léger,0,73200,ALBERTVILLE
730783958,Résidence les quatre vallees,42,73200,ALBERTVILLE
730790003,EHPAD Résidence Saint-Sébastien,70,73200,ALBERTVILLE
730004678,EHPAD Notre-Dame des vignes,80,73200,ALBERTVILLE
730783651,EHPAD Claude Léger,90,73200,ALBERTVILLE
